,Domain Code,Domain,M49,Area,Element Code,Element,Item Code (FAO),Item,Year,Unit,Value,Flag,Flag Description
2232,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,809,Manila fibre (abaca),2013,hg/ha,8571,Fc,Calculated data
2233,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,809,Manila fibre (abaca),2014,hg/ha,8228,Fc,Calculated data
2234,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,809,Manila fibre (abaca),2015,hg/ha,7941,Fc,Calculated data
2235,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",1990,hg/ha,142857,Fc,Calculated data
2236,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",1991,hg/ha,119072,Fc,Calculated data
2237,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",1992,hg/ha,120669,Fc,Calculated data
2238,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",1993,hg/ha,120273,Fc,Calculated data
2239,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",1994,hg/ha,133392,Fc,Calculated data
2240,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",1995,hg/ha,134882,Fc,Calculated data
2241,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",1996,hg/ha,127875,Fc,Calculated data
2242,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",1997,hg/ha,115705,Fc,Calculated data
2243,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",1998,hg/ha,99591,Fc,Calculated data
2244,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",1999,hg/ha,109569,Fc,Calculated data
2245,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",2000,hg/ha,109996,Fc,Calculated data
2246,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",2001,hg/ha,123143,Fc,Calculated data
2247,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",2002,hg/ha,139467,Fc,Calculated data
2248,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",2003,hg/ha,146705,Fc,Calculated data
2249,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",2004,hg/ha,142196,Fc,Calculated data
2250,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",2005,hg/ha,149146,Fc,Calculated data
2251,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",2006,hg/ha,159304,Fc,Calculated data
2252,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",2007,hg/ha,144807,Fc,Calculated data
2253,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",2008,hg/ha,132279,Fc,Calculated data
2254,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",2009,hg/ha,151259,Fc,Calculated data
2255,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",2010,hg/ha,134779,Fc,Calculated data
2256,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",2011,hg/ha,145446,Fc,Calculated data
2257,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",2012,hg/ha,160156,Fc,Calculated data
2258,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",2013,hg/ha,162125,Fc,Calculated data
2259,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",2014,hg/ha,162661,Fc,Calculated data
2260,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,568,"Melons, other (inc.cantaloupes)",2015,hg/ha,186424,Fc,Calculated data
2261,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,1990,hg/ha,750000,Fc,Calculated data
2262,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,1991,hg/ha,909091,Fc,Calculated data
2263,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,1992,hg/ha,1000000,Fc,Calculated data
2264,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,1993,hg/ha,1000000,Fc,Calculated data
2265,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,1994,hg/ha,1020000,Fc,Calculated data
2266,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,1995,hg/ha,1000000,Fc,Calculated data
2267,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,1996,hg/ha,1000000,Fc,Calculated data
2268,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,1997,hg/ha,1000000,Fc,Calculated data
2269,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,1998,hg/ha,800000,Fc,Calculated data
2270,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,1999,hg/ha,1000000,Fc,Calculated data
2271,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,2000,hg/ha,1000000,Fc,Calculated data
2272,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,2001,hg/ha,1020000,Fc,Calculated data
2273,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,2002,hg/ha,1016667,Fc,Calculated data
2274,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,2003,hg/ha,1123489,Fc,Calculated data
2275,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,2004,hg/ha,1052353,Fc,Calculated data
2276,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,2005,hg/ha,1214724,Fc,Calculated data
2277,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,2006,hg/ha,790570,Fc,Calculated data
2278,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,2007,hg/ha,737401,Fc,Calculated data
2279,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,2008,hg/ha,675777,Fc,Calculated data
2280,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,2009,hg/ha,549500,Fc,Calculated data
2281,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,2010,hg/ha,897310,Fc,Calculated data
2282,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,2011,hg/ha,922616,Fc,Calculated data
2283,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,2012,hg/ha,711078,Fc,Calculated data
2284,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,2013,hg/ha,763099,Fc,Calculated data
2285,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,2014,hg/ha,638396,Fc,Calculated data
2286,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,449,Mushrooms and truffles,2015,hg/ha,624720,Fc,Calculated data
2287,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",1990,hg/ha,4794,Fc,Calculated data
2288,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",1991,hg/ha,4569,Fc,Calculated data
2289,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",1992,hg/ha,5001,Fc,Calculated data
2290,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",1993,hg/ha,5795,Fc,Calculated data
2291,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",1994,hg/ha,5143,Fc,Calculated data
2292,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",1995,hg/ha,4931,Fc,Calculated data
2293,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",1996,hg/ha,4740,Fc,Calculated data
2294,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",1997,hg/ha,4851,Fc,Calculated data
2295,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",1998,hg/ha,4651,Fc,Calculated data
2296,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",1999,hg/ha,4373,Fc,Calculated data
2297,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",2000,hg/ha,5258,Fc,Calculated data
2298,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",2001,hg/ha,5023,Fc,Calculated data
2299,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",2002,hg/ha,4653,Fc,Calculated data
2300,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",2003,hg/ha,4384,Fc,Calculated data
2301,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",2004,hg/ha,4393,Fc,Calculated data
2302,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",2005,hg/ha,4393,Fc,Calculated data
2303,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",2006,hg/ha,2990,Fc,Calculated data
2304,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",2007,hg/ha,3199,Fc,Calculated data
2305,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",2008,hg/ha,3798,Fc,Calculated data
2306,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",2009,hg/ha,1619,Fc,Calculated data
2307,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",2010,hg/ha,1338,Fc,Calculated data
2308,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",2011,hg/ha,1628,Fc,Calculated data
2309,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",2012,hg/ha,1885,Fc,Calculated data
2310,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",2013,hg/ha,2009,Fc,Calculated data
2311,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",2014,hg/ha,2072,Fc,Calculated data
2312,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,702,"Nutmeg, mace and cardamoms",2015,hg/ha,2091,Fc,Calculated data
2313,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,1990,hg/ha,3240,Fc,Calculated data
2314,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,1991,hg/ha,2830,Fc,Calculated data
2315,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,1992,hg/ha,2799,Fc,Calculated data
2316,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,1993,hg/ha,3913,Fc,Calculated data
2317,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,1994,hg/ha,3773,Fc,Calculated data
2318,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,1995,hg/ha,3994,Fc,Calculated data
2319,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,1996,hg/ha,4305,Fc,Calculated data
2320,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,1997,hg/ha,2863,Fc,Calculated data
2321,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,1998,hg/ha,3793,Fc,Calculated data
2322,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,1999,hg/ha,2792,Fc,Calculated data
2323,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,2000,hg/ha,3616,Fc,Calculated data
2324,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,2001,hg/ha,3768,Fc,Calculated data
2325,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,2002,hg/ha,4164,Fc,Calculated data
2326,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,2003,hg/ha,4508,Fc,Calculated data
2327,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,2004,hg/ha,4556,Fc,Calculated data
2328,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,2005,hg/ha,4557,Fc,Calculated data
2329,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,2006,hg/ha,4980,Fc,Calculated data
2330,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,2007,hg/ha,4901,Fc,Calculated data
2331,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,2008,hg/ha,5079,Fc,Calculated data
2332,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,2009,hg/ha,4739,Fc,Calculated data
2333,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,2010,hg/ha,4098,Fc,Calculated data
2334,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,2011,hg/ha,4369,Fc,Calculated data
2335,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,2012,hg/ha,4189,Fc,Calculated data
2336,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,2013,hg/ha,4977,Fc,Calculated data
2337,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,2014,hg/ha,4788,Fc,Calculated data
2338,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,234,Nuts nes,2015,hg/ha,4793,Fc,Calculated data
2339,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,1990,hg/ha,165695,Fc,Calculated data
2340,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,1991,hg/ha,157375,Fc,Calculated data
2341,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,1992,hg/ha,151349,Fc,Calculated data
2342,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,1993,hg/ha,185776,Fc,Calculated data
2343,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,1994,hg/ha,191770,Fc,Calculated data
2344,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,1995,hg/ha,188235,Fc,Calculated data
2345,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,1996,hg/ha,171457,Fc,Calculated data
2346,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,1997,hg/ha,165978,Fc,Calculated data
2347,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,1998,hg/ha,164394,Fc,Calculated data
2348,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,1999,hg/ha,177450,Fc,Calculated data
2349,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,2000,hg/ha,180636,Fc,Calculated data
2350,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,2001,hg/ha,186136,Fc,Calculated data
2351,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,2002,hg/ha,167742,Fc,Calculated data
2352,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,2003,hg/ha,173026,Fc,Calculated data
2353,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,2004,hg/ha,182005,Fc,Calculated data
2354,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,2005,hg/ha,200542,Fc,Calculated data
2355,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,2006,hg/ha,195255,Fc,Calculated data
2356,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,2007,hg/ha,171053,Fc,Calculated data
2357,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,2008,hg/ha,170683,Fc,Calculated data
2358,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,2009,hg/ha,167598,Fc,Calculated data
2359,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,2010,hg/ha,172960,Fc,Calculated data
2360,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,2011,hg/ha,174948,Fc,Calculated data
2361,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,2012,hg/ha,172853,Fc,Calculated data
2362,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,2013,hg/ha,172067,Fc,Calculated data
2363,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,2014,hg/ha,171281,Fc,Calculated data
2364,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,254,Oil palm fruit,2015,hg/ha,170496,Fc,Calculated data
2365,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",1990,hg/ha,70659,Fc,Calculated data
2366,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",1991,hg/ha,71703,Fc,Calculated data
2367,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",1992,hg/ha,118439,Fc,Calculated data
2368,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",1993,hg/ha,74659,Fc,Calculated data
2369,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",1994,hg/ha,75253,Fc,Calculated data
2370,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",1995,hg/ha,76744,Fc,Calculated data
2371,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",1996,hg/ha,79923,Fc,Calculated data
2372,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",1997,hg/ha,68572,Fc,Calculated data
2373,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",1998,hg/ha,78452,Fc,Calculated data
2374,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",1999,hg/ha,89970,Fc,Calculated data
2375,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",2000,hg/ha,91961,Fc,Calculated data
2376,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",2001,hg/ha,104830,Fc,Calculated data
2377,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",2002,hg/ha,95981,Fc,Calculated data
2378,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",2003,hg/ha,86653,Fc,Calculated data
2379,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",2004,hg/ha,85382,Fc,Calculated data
2380,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",2005,hg/ha,87618,Fc,Calculated data
2381,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",2006,hg/ha,89130,Fc,Calculated data
2382,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",2007,hg/ha,85684,Fc,Calculated data
2383,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",2008,hg/ha,93456,Fc,Calculated data
2384,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",2009,hg/ha,92796,Fc,Calculated data
2385,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",2010,hg/ha,95676,Fc,Calculated data
2386,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",2011,hg/ha,95351,Fc,Calculated data
2387,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",2012,hg/ha,96888,Fc,Calculated data
2388,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",2013,hg/ha,102163,Fc,Calculated data
2389,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",2014,hg/ha,102232,Fc,Calculated data
2390,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,403,"Onions, dry",2015,hg/ha,100649,Fc,Calculated data
2391,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,1990,hg/ha,50513,Fc,Calculated data
2392,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,1991,hg/ha,58233,Fc,Calculated data
2393,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,1992,hg/ha,68007,Fc,Calculated data
2394,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,1993,hg/ha,70534,Fc,Calculated data
2395,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,1994,hg/ha,58546,Fc,Calculated data
2396,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,1995,hg/ha,101327,Fc,Calculated data
2397,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,1996,hg/ha,54927,Fc,Calculated data
2398,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,1997,hg/ha,52681,Fc,Calculated data
2399,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,1998,hg/ha,207313,Fc,Calculated data
2400,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,1999,hg/ha,178286,Fc,Calculated data
2401,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,2000,hg/ha,173505,Fc,Calculated data
2402,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,2001,hg/ha,195502,Fc,Calculated data
2403,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,2002,hg/ha,202436,Fc,Calculated data
2404,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,2003,hg/ha,271775,Fc,Calculated data
2405,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,2004,hg/ha,286433,Fc,Calculated data
2406,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,2005,hg/ha,326152,Fc,Calculated data
2407,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,2006,hg/ha,354406,Fc,Calculated data
2408,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,2007,hg/ha,388490,Fc,Calculated data
2409,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,2008,hg/ha,359331,Fc,Calculated data
2410,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,2009,hg/ha,354173,Fc,Calculated data
2411,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,2010,hg/ha,355431,Fc,Calculated data
2412,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,2011,hg/ha,351909,Fc,Calculated data
2413,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,2012,hg/ha,311197,Fc,Calculated data
2414,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,2013,hg/ha,340868,Fc,Calculated data
2415,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,2014,hg/ha,361897,Fc,Calculated data
2416,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,490,Oranges,2015,hg/ha,366898,Fc,Calculated data
2417,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,600,Papayas,1990,hg/ha,125381,Fc,Calculated data
2418,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,600,Papayas,1991,hg/ha,143372,Fc,Calculated data
2419,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,600,Papayas,1992,hg/ha,309029,Fc,Calculated data
2420,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,600,Papayas,1993,hg/ha,392893,Fc,Calculated data
2421,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,600,Papayas,1994,hg/ha,303564,Fc,Calculated data
2422,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,600,Papayas,1995,hg/ha,524129,Fc,Calculated data
2423,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,600,Papayas,1996,hg/ha,386134,Fc,Calculated data
2424,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,600,Papayas,1997,hg/ha,359210,Fc,Calculated data
2425,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,600,Papayas,1998,hg/ha,495598,Fc,Calculated data
2426,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,600,Papayas,1999,hg/ha,452362,Fc,Calculated data
2427,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,600,Papayas,2000,hg/ha,483015,Fc,Calculated data
2428,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,600,Papayas,2001,hg/ha,487934,Fc,Calculated data
2429,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,600,Papayas,2002,hg/ha,588710,Fc,Calculated data
2430,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,600,Papayas,2003,hg/ha,673485,Fc,Calculated data
2431,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,600,Papayas,2004,hg/ha,802070,Fc,Calculated data
2432,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,600,Papayas,2005,hg/ha,696354,Fc,Calculated data
2433,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,600,Papayas,2006,hg/ha,802208,Fc,Calculated data
2434,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,600,Papayas,2007,hg/ha,778462,Fc,Calculated data
2435,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,600,Papayas,2008,hg/ha,764699,Fc,Calculated data
2436,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,600,Papayas,2009,hg/ha,807485,Fc,Calculated data
2437,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,600,Papayas,2010,hg/ha,732576,Fc,Calculated data
2438,QCL,Crops and livestock products,360.0,Indonesia,5419,Yield,600,Papayas,2011,hg/ha,866803,Fc,Calculated data
