	0	country
0	[-89.53125    0.703125]	Antarctica
1	[-89.53125    2.109375]	Antarctica
2	[-89.53125    3.515625]	Antarctica
3	[-89.53125    4.921875]	Antarctica
4	[-89.53125    6.328125]	Antarctica
5	[-89.53125    7.734375]	Antarctica
6	[-89.53125    9.140625]	Antarctica
7	[-89.53125   10.546875]	Antarctica
8	[-89.53125   11.953125]	Antarctica
9	[-89.53125   13.359375]	Antarctica
10	[-89.53125   14.765625]	Antarctica
11	[-89.53125   16.171875]	Antarctica
12	[-89.53125   17.578125]	Antarctica
13	[-89.53125   18.984375]	Antarctica
14	[-89.53125   20.390625]	Antarctica
15	[-89.53125   21.796875]	Antarctica
16	[-89.53125   23.203125]	Antarctica
17	[-89.53125   24.609375]	Antarctica
18	[-89.53125   26.015625]	Antarctica
19	[-89.53125   27.421875]	Antarctica
20	[-89.53125   28.828125]	Antarctica
21	[-89.53125   30.234375]	Antarctica
22	[-89.53125   31.640625]	Antarctica
23	[-89.53125   33.046875]	Antarctica
24	[-89.53125   34.453125]	Antarctica
25	[-89.53125   35.859375]	Antarctica
26	[-89.53125   37.265625]	Antarctica
27	[-89.53125   38.671875]	Antarctica
28	[-89.53125   40.078125]	Antarctica
29	[-89.53125   41.484375]	Antarctica
30	[-89.53125   42.890625]	Antarctica
31	[-89.53125   44.296875]	Antarctica
32	[-89.53125   45.703125]	Antarctica
33	[-89.53125   47.109375]	Antarctica
34	[-89.53125   48.515625]	Antarctica
35	[-89.53125   49.921875]	Antarctica
36	[-89.53125   51.328125]	Antarctica
37	[-89.53125   52.734375]	Antarctica
38	[-89.53125   54.140625]	Antarctica
39	[-89.53125   55.546875]	Antarctica
40	[-89.53125   56.953125]	Antarctica
41	[-89.53125   58.359375]	Antarctica
42	[-89.53125   59.765625]	Antarctica
43	[-89.53125   61.171875]	Antarctica
44	[-89.53125   62.578125]	Antarctica
45	[-89.53125   63.984375]	Antarctica
46	[-89.53125   65.390625]	Antarctica
47	[-89.53125   66.796875]	Antarctica
48	[-89.53125   68.203125]	Antarctica
49	[-89.53125   69.609375]	Antarctica
50	[-89.53125   71.015625]	Antarctica
51	[-89.53125   72.421875]	Antarctica
52	[-89.53125   73.828125]	Antarctica
53	[-89.53125   75.234375]	Antarctica
54	[-89.53125   76.640625]	Antarctica
55	[-89.53125   78.046875]	Antarctica
56	[-89.53125   79.453125]	Antarctica
57	[-89.53125   80.859375]	Antarctica
58	[-89.53125   82.265625]	Antarctica
59	[-89.53125   83.671875]	Antarctica
60	[-89.53125   85.078125]	Antarctica
61	[-89.53125   86.484375]	Antarctica
62	[-89.53125   87.890625]	Antarctica
63	[-89.53125   89.296875]	Antarctica
64	[-89.53125   90.703125]	Antarctica
65	[-89.53125   92.109375]	Antarctica
66	[-89.53125   93.515625]	Antarctica
67	[-89.53125   94.921875]	Antarctica
68	[-89.53125   96.328125]	Antarctica
69	[-89.53125   97.734375]	Antarctica
70	[-89.53125   99.140625]	Antarctica
71	[-89.53125  100.546875]	Antarctica
72	[-89.53125  101.953125]	Antarctica
73	[-89.53125  103.359375]	Antarctica
74	[-89.53125  104.765625]	Antarctica
75	[-89.53125  106.171875]	Antarctica
76	[-89.53125  107.578125]	Antarctica
77	[-89.53125  108.984375]	Antarctica
78	[-89.53125  110.390625]	Antarctica
79	[-89.53125  111.796875]	Antarctica
80	[-89.53125  113.203125]	Antarctica
81	[-89.53125  114.609375]	Antarctica
82	[-89.53125  116.015625]	Antarctica
83	[-89.53125  117.421875]	Antarctica
84	[-89.53125  118.828125]	Antarctica
85	[-89.53125  120.234375]	Antarctica
86	[-89.53125  121.640625]	Antarctica
87	[-89.53125  123.046875]	Antarctica
88	[-89.53125  124.453125]	Antarctica
89	[-89.53125  125.859375]	Antarctica
90	[-89.53125  127.265625]	Antarctica
91	[-89.53125  128.671875]	Antarctica
92	[-89.53125  130.078125]	Antarctica
93	[-89.53125  131.484375]	Antarctica
94	[-89.53125  132.890625]	Antarctica
95	[-89.53125  134.296875]	Antarctica
96	[-89.53125  135.703125]	Antarctica
97	[-89.53125  137.109375]	Antarctica
98	[-89.53125  138.515625]	Antarctica
99	[-89.53125  139.921875]	Antarctica
100	[-89.53125  141.328125]	Antarctica
101	[-89.53125  142.734375]	Antarctica
102	[-89.53125  144.140625]	Antarctica
103	[-89.53125  145.546875]	Antarctica
104	[-89.53125  146.953125]	Antarctica
105	[-89.53125  148.359375]	Antarctica
106	[-89.53125  149.765625]	Antarctica
107	[-89.53125  151.171875]	Antarctica
108	[-89.53125  152.578125]	Antarctica
109	[-89.53125  153.984375]	Antarctica
110	[-89.53125  155.390625]	Antarctica
111	[-89.53125  156.796875]	Antarctica
112	[-89.53125  158.203125]	Antarctica
113	[-89.53125  159.609375]	Antarctica
114	[-89.53125  161.015625]	Antarctica
115	[-89.53125  162.421875]	Antarctica
116	[-89.53125  163.828125]	Antarctica
117	[-89.53125  165.234375]	Antarctica
118	[-89.53125  166.640625]	Antarctica
119	[-89.53125  168.046875]	Antarctica
120	[-89.53125  169.453125]	Antarctica
121	[-89.53125  170.859375]	Antarctica
122	[-89.53125  172.265625]	Antarctica
123	[-89.53125  173.671875]	Antarctica
124	[-89.53125  175.078125]	Antarctica
125	[-89.53125  176.484375]	Antarctica
126	[-89.53125  177.890625]	Antarctica
127	[-89.53125  179.296875]	Antarctica
128	[-89.53125  180.703125]	Antarctica
129	[-89.53125  182.109375]	Antarctica
130	[-89.53125  183.515625]	Antarctica
131	[-89.53125  184.921875]	Antarctica
132	[-89.53125  186.328125]	Antarctica
133	[-89.53125  187.734375]	Antarctica
134	[-89.53125  189.140625]	Antarctica
135	[-89.53125  190.546875]	Antarctica
136	[-89.53125  191.953125]	Antarctica
137	[-89.53125  193.359375]	Antarctica
138	[-89.53125  194.765625]	Antarctica
139	[-89.53125  196.171875]	Antarctica
140	[-89.53125  197.578125]	Antarctica
141	[-89.53125  198.984375]	Antarctica
142	[-89.53125  200.390625]	Antarctica
143	[-89.53125  201.796875]	Antarctica
144	[-89.53125  203.203125]	Antarctica
145	[-89.53125  204.609375]	Antarctica
146	[-89.53125  206.015625]	Antarctica
147	[-89.53125  207.421875]	Antarctica
148	[-89.53125  208.828125]	Antarctica
149	[-89.53125  210.234375]	Antarctica
150	[-89.53125  211.640625]	Antarctica
151	[-89.53125  213.046875]	Antarctica
152	[-89.53125  214.453125]	Antarctica
153	[-89.53125  215.859375]	Antarctica
154	[-89.53125  217.265625]	Antarctica
155	[-89.53125  218.671875]	Antarctica
156	[-89.53125  220.078125]	Antarctica
157	[-89.53125  221.484375]	Antarctica
158	[-89.53125  222.890625]	Antarctica
159	[-89.53125  224.296875]	Antarctica
160	[-89.53125  225.703125]	Antarctica
161	[-89.53125  227.109375]	Antarctica
162	[-89.53125  228.515625]	Antarctica
163	[-89.53125  229.921875]	Antarctica
164	[-89.53125  231.328125]	Antarctica
165	[-89.53125  232.734375]	Antarctica
166	[-89.53125  234.140625]	Antarctica
167	[-89.53125  235.546875]	Antarctica
168	[-89.53125  236.953125]	Antarctica
169	[-89.53125  238.359375]	Antarctica
170	[-89.53125  239.765625]	Antarctica
171	[-89.53125  241.171875]	Antarctica
172	[-89.53125  242.578125]	Antarctica
173	[-89.53125  243.984375]	Antarctica
174	[-89.53125  245.390625]	Antarctica
175	[-89.53125  246.796875]	Antarctica
176	[-89.53125  248.203125]	Antarctica
177	[-89.53125  249.609375]	Antarctica
178	[-89.53125  251.015625]	Antarctica
179	[-89.53125  252.421875]	Antarctica
180	[-89.53125  253.828125]	Antarctica
181	[-89.53125  255.234375]	Antarctica
182	[-89.53125  256.640625]	Antarctica
183	[-89.53125  258.046875]	Antarctica
184	[-89.53125  259.453125]	Antarctica
185	[-89.53125  260.859375]	Antarctica
186	[-89.53125  262.265625]	Antarctica
187	[-89.53125  263.671875]	Antarctica
188	[-89.53125  265.078125]	Antarctica
189	[-89.53125  266.484375]	Antarctica
190	[-89.53125  267.890625]	Antarctica
191	[-89.53125  269.296875]	Antarctica
192	[-89.53125  270.703125]	Antarctica
193	[-89.53125  272.109375]	Antarctica
194	[-89.53125  273.515625]	Antarctica
195	[-89.53125  274.921875]	Antarctica
196	[-89.53125  276.328125]	Antarctica
197	[-89.53125  277.734375]	Antarctica
198	[-89.53125  279.140625]	Antarctica
199	[-89.53125  280.546875]	Antarctica
200	[-89.53125  281.953125]	Antarctica
201	[-89.53125  283.359375]	Antarctica
202	[-89.53125  284.765625]	Antarctica
203	[-89.53125  286.171875]	Antarctica
204	[-89.53125  287.578125]	Antarctica
205	[-89.53125  288.984375]	Antarctica
206	[-89.53125  290.390625]	Antarctica
207	[-89.53125  291.796875]	Antarctica
208	[-89.53125  293.203125]	Antarctica
209	[-89.53125  294.609375]	Antarctica
210	[-89.53125  296.015625]	Antarctica
211	[-89.53125  297.421875]	Antarctica
212	[-89.53125  298.828125]	Antarctica
213	[-89.53125  300.234375]	Antarctica
214	[-89.53125  301.640625]	Antarctica
215	[-89.53125  303.046875]	Antarctica
216	[-89.53125  304.453125]	Antarctica
217	[-89.53125  305.859375]	Antarctica
218	[-89.53125  307.265625]	Antarctica
219	[-89.53125  308.671875]	Antarctica
220	[-89.53125  310.078125]	Antarctica
221	[-89.53125  311.484375]	Antarctica
222	[-89.53125  312.890625]	Antarctica
223	[-89.53125  314.296875]	Antarctica
224	[-89.53125  315.703125]	Antarctica
225	[-89.53125  317.109375]	Antarctica
226	[-89.53125  318.515625]	Antarctica
227	[-89.53125  319.921875]	Antarctica
228	[-89.53125  321.328125]	Antarctica
229	[-89.53125  322.734375]	Antarctica
230	[-89.53125  324.140625]	Antarctica
231	[-89.53125  325.546875]	Antarctica
232	[-89.53125  326.953125]	Antarctica
233	[-89.53125  328.359375]	Antarctica
234	[-89.53125  329.765625]	Antarctica
235	[-89.53125  331.171875]	Antarctica
236	[-89.53125  332.578125]	Antarctica
237	[-89.53125  333.984375]	Antarctica
238	[-89.53125  335.390625]	Antarctica
239	[-89.53125  336.796875]	Antarctica
240	[-89.53125  338.203125]	Antarctica
241	[-89.53125  339.609375]	Antarctica
242	[-89.53125  341.015625]	Antarctica
243	[-89.53125  342.421875]	Antarctica
244	[-89.53125  343.828125]	Antarctica
245	[-89.53125  345.234375]	Antarctica
246	[-89.53125  346.640625]	Antarctica
247	[-89.53125  348.046875]	Antarctica
248	[-89.53125  349.453125]	Antarctica
249	[-89.53125  350.859375]	Antarctica
250	[-89.53125  352.265625]	Antarctica
251	[-89.53125  353.671875]	Antarctica
252	[-89.53125  355.078125]	Antarctica
253	[-89.53125  356.484375]	Antarctica
254	[-89.53125  357.890625]	Antarctica
255	[-89.53125  359.296875]	Antarctica
256	[-88.59375    0.703125]	Antarctica
257	[-88.59375    2.109375]	Antarctica
258	[-88.59375    3.515625]	Antarctica
259	[-88.59375    4.921875]	Antarctica
260	[-88.59375    6.328125]	Antarctica
261	[-88.59375    7.734375]	Antarctica
262	[-88.59375    9.140625]	Antarctica
263	[-88.59375   10.546875]	Antarctica
264	[-88.59375   11.953125]	Antarctica
265	[-88.59375   13.359375]	Antarctica
266	[-88.59375   14.765625]	Antarctica
267	[-88.59375   16.171875]	Antarctica
268	[-88.59375   17.578125]	Antarctica
269	[-88.59375   18.984375]	Antarctica
270	[-88.59375   20.390625]	Antarctica
271	[-88.59375   21.796875]	Antarctica
272	[-88.59375   23.203125]	Antarctica
273	[-88.59375   24.609375]	Antarctica
274	[-88.59375   26.015625]	Antarctica
275	[-88.59375   27.421875]	Antarctica
276	[-88.59375   28.828125]	Antarctica
277	[-88.59375   30.234375]	Antarctica
278	[-88.59375   31.640625]	Antarctica
279	[-88.59375   33.046875]	Antarctica
280	[-88.59375   34.453125]	Antarctica
281	[-88.59375   35.859375]	Antarctica
282	[-88.59375   37.265625]	Antarctica
283	[-88.59375   38.671875]	Antarctica
284	[-88.59375   40.078125]	Antarctica
285	[-88.59375   41.484375]	Antarctica
286	[-88.59375   42.890625]	Antarctica
287	[-88.59375   44.296875]	Antarctica
288	[-88.59375   45.703125]	Antarctica
289	[-88.59375   47.109375]	Antarctica
290	[-88.59375   48.515625]	Antarctica
291	[-88.59375   49.921875]	Antarctica
292	[-88.59375   51.328125]	Antarctica
293	[-88.59375   52.734375]	Antarctica
294	[-88.59375   54.140625]	Antarctica
295	[-88.59375   55.546875]	Antarctica
296	[-88.59375   56.953125]	Antarctica
297	[-88.59375   58.359375]	Antarctica
298	[-88.59375   59.765625]	Antarctica
299	[-88.59375   61.171875]	Antarctica
300	[-88.59375   62.578125]	Antarctica
301	[-88.59375   63.984375]	Antarctica
302	[-88.59375   65.390625]	Antarctica
303	[-88.59375   66.796875]	Antarctica
304	[-88.59375   68.203125]	Antarctica
305	[-88.59375   69.609375]	Antarctica
306	[-88.59375   71.015625]	Antarctica
307	[-88.59375   72.421875]	Antarctica
308	[-88.59375   73.828125]	Antarctica
309	[-88.59375   75.234375]	Antarctica
310	[-88.59375   76.640625]	Antarctica
311	[-88.59375   78.046875]	Antarctica
312	[-88.59375   79.453125]	Antarctica
313	[-88.59375   80.859375]	Antarctica
314	[-88.59375   82.265625]	Antarctica
315	[-88.59375   83.671875]	Antarctica
316	[-88.59375   85.078125]	Antarctica
317	[-88.59375   86.484375]	Antarctica
318	[-88.59375   87.890625]	Antarctica
319	[-88.59375   89.296875]	Antarctica
320	[-88.59375   90.703125]	Antarctica
321	[-88.59375   92.109375]	Antarctica
322	[-88.59375   93.515625]	Antarctica
323	[-88.59375   94.921875]	Antarctica
324	[-88.59375   96.328125]	Antarctica
325	[-88.59375   97.734375]	Antarctica
326	[-88.59375   99.140625]	Antarctica
327	[-88.59375  100.546875]	Antarctica
328	[-88.59375  101.953125]	Antarctica
329	[-88.59375  103.359375]	Antarctica
330	[-88.59375  104.765625]	Antarctica
331	[-88.59375  106.171875]	Antarctica
332	[-88.59375  107.578125]	Antarctica
333	[-88.59375  108.984375]	Antarctica
334	[-88.59375  110.390625]	Antarctica
335	[-88.59375  111.796875]	Antarctica
336	[-88.59375  113.203125]	Antarctica
337	[-88.59375  114.609375]	Antarctica
338	[-88.59375  116.015625]	Antarctica
339	[-88.59375  117.421875]	Antarctica
340	[-88.59375  118.828125]	Antarctica
341	[-88.59375  120.234375]	Antarctica
342	[-88.59375  121.640625]	Antarctica
343	[-88.59375  123.046875]	Antarctica
344	[-88.59375  124.453125]	Antarctica
345	[-88.59375  125.859375]	Antarctica
346	[-88.59375  127.265625]	Antarctica
347	[-88.59375  128.671875]	Antarctica
348	[-88.59375  130.078125]	Antarctica
349	[-88.59375  131.484375]	Antarctica
350	[-88.59375  132.890625]	Antarctica
351	[-88.59375  134.296875]	Antarctica
352	[-88.59375  135.703125]	Antarctica
353	[-88.59375  137.109375]	Antarctica
354	[-88.59375  138.515625]	Antarctica
355	[-88.59375  139.921875]	Antarctica
356	[-88.59375  141.328125]	Antarctica
357	[-88.59375  142.734375]	Antarctica
358	[-88.59375  144.140625]	Antarctica
359	[-88.59375  145.546875]	Antarctica
360	[-88.59375  146.953125]	Antarctica
361	[-88.59375  148.359375]	Antarctica
362	[-88.59375  149.765625]	Antarctica
363	[-88.59375  151.171875]	Antarctica
364	[-88.59375  152.578125]	Antarctica
365	[-88.59375  153.984375]	Antarctica
366	[-88.59375  155.390625]	Antarctica
367	[-88.59375  156.796875]	Antarctica
368	[-88.59375  158.203125]	Antarctica
369	[-88.59375  159.609375]	Antarctica
370	[-88.59375  161.015625]	Antarctica
371	[-88.59375  162.421875]	Antarctica
372	[-88.59375  163.828125]	Antarctica
373	[-88.59375  165.234375]	Antarctica
374	[-88.59375  166.640625]	Antarctica
375	[-88.59375  168.046875]	Antarctica
376	[-88.59375  169.453125]	Antarctica
377	[-88.59375  170.859375]	Antarctica
378	[-88.59375  172.265625]	Antarctica
379	[-88.59375  173.671875]	Antarctica
380	[-88.59375  175.078125]	Antarctica
381	[-88.59375  176.484375]	Antarctica
382	[-88.59375  177.890625]	Antarctica
383	[-88.59375  179.296875]	Antarctica
384	[-88.59375  180.703125]	Antarctica
385	[-88.59375  182.109375]	Antarctica
386	[-88.59375  183.515625]	Antarctica
387	[-88.59375  184.921875]	Antarctica
388	[-88.59375  186.328125]	Antarctica
389	[-88.59375  187.734375]	Antarctica
390	[-88.59375  189.140625]	Antarctica
391	[-88.59375  190.546875]	Antarctica
392	[-88.59375  191.953125]	Antarctica
393	[-88.59375  193.359375]	Antarctica
394	[-88.59375  194.765625]	Antarctica
395	[-88.59375  196.171875]	Antarctica
396	[-88.59375  197.578125]	Antarctica
397	[-88.59375  198.984375]	Antarctica
398	[-88.59375  200.390625]	Antarctica
399	[-88.59375  201.796875]	Antarctica
400	[-88.59375  203.203125]	Antarctica
401	[-88.59375  204.609375]	Antarctica
402	[-88.59375  206.015625]	Antarctica
403	[-88.59375  207.421875]	Antarctica
404	[-88.59375  208.828125]	Antarctica
405	[-88.59375  210.234375]	Antarctica
406	[-88.59375  211.640625]	Antarctica
407	[-88.59375  213.046875]	Antarctica
408	[-88.59375  214.453125]	Antarctica
409	[-88.59375  215.859375]	Antarctica
410	[-88.59375  217.265625]	Antarctica
411	[-88.59375  218.671875]	Antarctica
412	[-88.59375  220.078125]	Antarctica
413	[-88.59375  221.484375]	Antarctica
414	[-88.59375  222.890625]	Antarctica
415	[-88.59375  224.296875]	Antarctica
416	[-88.59375  225.703125]	Antarctica
417	[-88.59375  227.109375]	Antarctica
418	[-88.59375  228.515625]	Antarctica
419	[-88.59375  229.921875]	Antarctica
420	[-88.59375  231.328125]	Antarctica
421	[-88.59375  232.734375]	Antarctica
422	[-88.59375  234.140625]	Antarctica
423	[-88.59375  235.546875]	Antarctica
424	[-88.59375  236.953125]	Antarctica
425	[-88.59375  238.359375]	Antarctica
426	[-88.59375  239.765625]	Antarctica
427	[-88.59375  241.171875]	Antarctica
428	[-88.59375  242.578125]	Antarctica
429	[-88.59375  243.984375]	Antarctica
430	[-88.59375  245.390625]	Antarctica
431	[-88.59375  246.796875]	Antarctica
432	[-88.59375  248.203125]	Antarctica
433	[-88.59375  249.609375]	Antarctica
434	[-88.59375  251.015625]	Antarctica
435	[-88.59375  252.421875]	Antarctica
436	[-88.59375  253.828125]	Antarctica
437	[-88.59375  255.234375]	Antarctica
438	[-88.59375  256.640625]	Antarctica
439	[-88.59375  258.046875]	Antarctica
440	[-88.59375  259.453125]	Antarctica
441	[-88.59375  260.859375]	Antarctica
442	[-88.59375  262.265625]	Antarctica
443	[-88.59375  263.671875]	Antarctica
444	[-88.59375  265.078125]	Antarctica
445	[-88.59375  266.484375]	Antarctica
446	[-88.59375  267.890625]	Antarctica
447	[-88.59375  269.296875]	Antarctica
448	[-88.59375  270.703125]	Antarctica
449	[-88.59375  272.109375]	Antarctica
450	[-88.59375  273.515625]	Antarctica
451	[-88.59375  274.921875]	Antarctica
452	[-88.59375  276.328125]	Antarctica
453	[-88.59375  277.734375]	Antarctica
454	[-88.59375  279.140625]	Antarctica
455	[-88.59375  280.546875]	Antarctica
456	[-88.59375  281.953125]	Antarctica
457	[-88.59375  283.359375]	Antarctica
458	[-88.59375  284.765625]	Antarctica
459	[-88.59375  286.171875]	Antarctica
460	[-88.59375  287.578125]	Antarctica
461	[-88.59375  288.984375]	Antarctica
462	[-88.59375  290.390625]	Antarctica
463	[-88.59375  291.796875]	Antarctica
464	[-88.59375  293.203125]	Antarctica
465	[-88.59375  294.609375]	Antarctica
466	[-88.59375  296.015625]	Antarctica
467	[-88.59375  297.421875]	Antarctica
468	[-88.59375  298.828125]	Antarctica
469	[-88.59375  300.234375]	Antarctica
470	[-88.59375  301.640625]	Antarctica
471	[-88.59375  303.046875]	Antarctica
472	[-88.59375  304.453125]	Antarctica
473	[-88.59375  305.859375]	Antarctica
474	[-88.59375  307.265625]	Antarctica
475	[-88.59375  308.671875]	Antarctica
476	[-88.59375  310.078125]	Antarctica
477	[-88.59375  311.484375]	Antarctica
478	[-88.59375  312.890625]	Antarctica
479	[-88.59375  314.296875]	Antarctica
480	[-88.59375  315.703125]	Antarctica
481	[-88.59375  317.109375]	Antarctica
482	[-88.59375  318.515625]	Antarctica
483	[-88.59375  319.921875]	Antarctica
484	[-88.59375  321.328125]	Antarctica
485	[-88.59375  322.734375]	Antarctica
486	[-88.59375  324.140625]	Antarctica
487	[-88.59375  325.546875]	Antarctica
488	[-88.59375  326.953125]	Antarctica
489	[-88.59375  328.359375]	Antarctica
490	[-88.59375  329.765625]	Antarctica
491	[-88.59375  331.171875]	Antarctica
492	[-88.59375  332.578125]	Antarctica
493	[-88.59375  333.984375]	Antarctica
494	[-88.59375  335.390625]	Antarctica
495	[-88.59375  336.796875]	Antarctica
496	[-88.59375  338.203125]	Antarctica
497	[-88.59375  339.609375]	Antarctica
498	[-88.59375  341.015625]	Antarctica
499	[-88.59375  342.421875]	Antarctica
500	[-88.59375  343.828125]	Antarctica
501	[-88.59375  345.234375]	Antarctica
502	[-88.59375  346.640625]	Antarctica
503	[-88.59375  348.046875]	Antarctica
504	[-88.59375  349.453125]	Antarctica
505	[-88.59375  350.859375]	Antarctica
506	[-88.59375  352.265625]	Antarctica
507	[-88.59375  353.671875]	Antarctica
508	[-88.59375  355.078125]	Antarctica
509	[-88.59375  356.484375]	Antarctica
510	[-88.59375  357.890625]	Antarctica
511	[-88.59375  359.296875]	Antarctica
512	[-87.65625    0.703125]	Antarctica
513	[-87.65625    2.109375]	Antarctica
514	[-87.65625    3.515625]	Antarctica
515	[-87.65625    4.921875]	Antarctica
516	[-87.65625    6.328125]	Antarctica
517	[-87.65625    7.734375]	Antarctica
518	[-87.65625    9.140625]	Antarctica
519	[-87.65625   10.546875]	Antarctica
520	[-87.65625   11.953125]	Antarctica
521	[-87.65625   13.359375]	Antarctica
522	[-87.65625   14.765625]	Antarctica
523	[-87.65625   16.171875]	Antarctica
524	[-87.65625   17.578125]	Antarctica
525	[-87.65625   18.984375]	Antarctica
526	[-87.65625   20.390625]	Antarctica
527	[-87.65625   21.796875]	Antarctica
528	[-87.65625   23.203125]	Antarctica
529	[-87.65625   24.609375]	Antarctica
530	[-87.65625   26.015625]	Antarctica
531	[-87.65625   27.421875]	Antarctica
532	[-87.65625   28.828125]	Antarctica
533	[-87.65625   30.234375]	Antarctica
534	[-87.65625   31.640625]	Antarctica
535	[-87.65625   33.046875]	Antarctica
536	[-87.65625   34.453125]	Antarctica
537	[-87.65625   35.859375]	Antarctica
538	[-87.65625   37.265625]	Antarctica
539	[-87.65625   38.671875]	Antarctica
540	[-87.65625   40.078125]	Antarctica
541	[-87.65625   41.484375]	Antarctica
542	[-87.65625   42.890625]	Antarctica
543	[-87.65625   44.296875]	Antarctica
544	[-87.65625   45.703125]	Antarctica
545	[-87.65625   47.109375]	Antarctica
546	[-87.65625   48.515625]	Antarctica
547	[-87.65625   49.921875]	Antarctica
548	[-87.65625   51.328125]	Antarctica
549	[-87.65625   52.734375]	Antarctica
550	[-87.65625   54.140625]	Antarctica
551	[-87.65625   55.546875]	Antarctica
552	[-87.65625   56.953125]	Antarctica
553	[-87.65625   58.359375]	Antarctica
554	[-87.65625   59.765625]	Antarctica
555	[-87.65625   61.171875]	Antarctica
556	[-87.65625   62.578125]	Antarctica
557	[-87.65625   63.984375]	Antarctica
558	[-87.65625   65.390625]	Antarctica
559	[-87.65625   66.796875]	Antarctica
560	[-87.65625   68.203125]	Antarctica
561	[-87.65625   69.609375]	Antarctica
562	[-87.65625   71.015625]	Antarctica
563	[-87.65625   72.421875]	Antarctica
564	[-87.65625   73.828125]	Antarctica
565	[-87.65625   75.234375]	Antarctica
566	[-87.65625   76.640625]	Antarctica
567	[-87.65625   78.046875]	Antarctica
568	[-87.65625   79.453125]	Antarctica
569	[-87.65625   80.859375]	Antarctica
570	[-87.65625   82.265625]	Antarctica
571	[-87.65625   83.671875]	Antarctica
572	[-87.65625   85.078125]	Antarctica
573	[-87.65625   86.484375]	Antarctica
574	[-87.65625   87.890625]	Antarctica
575	[-87.65625   89.296875]	Antarctica
576	[-87.65625   90.703125]	Antarctica
577	[-87.65625   92.109375]	Antarctica
578	[-87.65625   93.515625]	Antarctica
579	[-87.65625   94.921875]	Antarctica
580	[-87.65625   96.328125]	Antarctica
581	[-87.65625   97.734375]	Antarctica
582	[-87.65625   99.140625]	Antarctica
583	[-87.65625  100.546875]	Antarctica
584	[-87.65625  101.953125]	Antarctica
585	[-87.65625  103.359375]	Antarctica
586	[-87.65625  104.765625]	Antarctica
587	[-87.65625  106.171875]	Antarctica
588	[-87.65625  107.578125]	Antarctica
589	[-87.65625  108.984375]	Antarctica
590	[-87.65625  110.390625]	Antarctica
591	[-87.65625  111.796875]	Antarctica
592	[-87.65625  113.203125]	Antarctica
593	[-87.65625  114.609375]	Antarctica
594	[-87.65625  116.015625]	Antarctica
595	[-87.65625  117.421875]	Antarctica
596	[-87.65625  118.828125]	Antarctica
597	[-87.65625  120.234375]	Antarctica
598	[-87.65625  121.640625]	Antarctica
599	[-87.65625  123.046875]	Antarctica
600	[-87.65625  124.453125]	Antarctica
601	[-87.65625  125.859375]	Antarctica
602	[-87.65625  127.265625]	Antarctica
603	[-87.65625  128.671875]	Antarctica
604	[-87.65625  130.078125]	Antarctica
605	[-87.65625  131.484375]	Antarctica
606	[-87.65625  132.890625]	Antarctica
607	[-87.65625  134.296875]	Antarctica
608	[-87.65625  135.703125]	Antarctica
609	[-87.65625  137.109375]	Antarctica
610	[-87.65625  138.515625]	Antarctica
611	[-87.65625  139.921875]	Antarctica
612	[-87.65625  141.328125]	Antarctica
613	[-87.65625  142.734375]	Antarctica
614	[-87.65625  144.140625]	Antarctica
615	[-87.65625  145.546875]	Antarctica
616	[-87.65625  146.953125]	Antarctica
617	[-87.65625  148.359375]	Antarctica
618	[-87.65625  149.765625]	Antarctica
619	[-87.65625  151.171875]	Antarctica
620	[-87.65625  152.578125]	Antarctica
621	[-87.65625  153.984375]	Antarctica
622	[-87.65625  155.390625]	Antarctica
623	[-87.65625  156.796875]	Antarctica
624	[-87.65625  158.203125]	Antarctica
625	[-87.65625  159.609375]	Antarctica
626	[-87.65625  161.015625]	Antarctica
627	[-87.65625  162.421875]	Antarctica
628	[-87.65625  163.828125]	Antarctica
629	[-87.65625  165.234375]	Antarctica
630	[-87.65625  166.640625]	Antarctica
631	[-87.65625  168.046875]	Antarctica
632	[-87.65625  169.453125]	Antarctica
633	[-87.65625  170.859375]	Antarctica
634	[-87.65625  172.265625]	Antarctica
635	[-87.65625  173.671875]	Antarctica
636	[-87.65625  175.078125]	Antarctica
637	[-87.65625  176.484375]	Antarctica
638	[-87.65625  177.890625]	Antarctica
639	[-87.65625  179.296875]	Antarctica
640	[-87.65625  180.703125]	Antarctica
641	[-87.65625  182.109375]	Antarctica
642	[-87.65625  183.515625]	Antarctica
643	[-87.65625  184.921875]	Antarctica
644	[-87.65625  186.328125]	Antarctica
645	[-87.65625  187.734375]	Antarctica
646	[-87.65625  189.140625]	Antarctica
647	[-87.65625  190.546875]	Antarctica
648	[-87.65625  191.953125]	Antarctica
649	[-87.65625  193.359375]	Antarctica
650	[-87.65625  194.765625]	Antarctica
651	[-87.65625  196.171875]	Antarctica
652	[-87.65625  197.578125]	Antarctica
653	[-87.65625  198.984375]	Antarctica
654	[-87.65625  200.390625]	Antarctica
655	[-87.65625  201.796875]	Antarctica
656	[-87.65625  203.203125]	Antarctica
657	[-87.65625  204.609375]	Antarctica
658	[-87.65625  206.015625]	Antarctica
659	[-87.65625  207.421875]	Antarctica
660	[-87.65625  208.828125]	Antarctica
661	[-87.65625  210.234375]	Antarctica
662	[-87.65625  211.640625]	Antarctica
663	[-87.65625  213.046875]	Antarctica
664	[-87.65625  214.453125]	Antarctica
665	[-87.65625  215.859375]	Antarctica
