lat,lon,country
-88.59375,273.515625,Antarctica
-88.59375,274.921875,Antarctica
-88.59375,276.328125,Antarctica
-88.59375,277.734375,Antarctica
-88.59375,279.140625,Antarctica
-88.59375,280.546875,Antarctica
-88.59375,281.953125,Antarctica
-88.59375,283.359375,Antarctica
-88.59375,284.765625,Antarctica
-88.59375,286.171875,Antarctica
-88.59375,287.578125,Antarctica
-88.59375,288.984375,Antarctica
-88.59375,290.390625,Antarctica
-88.59375,291.796875,Antarctica
-88.59375,293.203125,Antarctica
-88.59375,294.609375,Antarctica
-88.59375,296.015625,Antarctica
-88.59375,297.421875,Antarctica
-88.59375,298.828125,Antarctica
-88.59375,300.234375,Antarctica
-88.59375,301.640625,Antarctica
-88.59375,303.046875,Antarctica
-88.59375,304.453125,Antarctica
-88.59375,305.859375,Antarctica
-88.59375,307.265625,Antarctica
-88.59375,308.671875,Antarctica
-88.59375,310.078125,Antarctica
-88.59375,311.484375,Antarctica
-88.59375,312.890625,Antarctica
-88.59375,314.296875,Antarctica
-88.59375,315.703125,Antarctica
-88.59375,317.109375,Antarctica
-88.59375,318.515625,Antarctica
-88.59375,319.921875,Antarctica
-88.59375,321.328125,Antarctica
-88.59375,322.734375,Antarctica
-88.59375,324.140625,Antarctica
-88.59375,325.546875,Antarctica
-88.59375,326.953125,Antarctica
-88.59375,328.359375,Antarctica
-88.59375,329.765625,Antarctica
-88.59375,331.171875,Antarctica
-88.59375,332.578125,Antarctica
-88.59375,333.984375,Antarctica
-88.59375,335.390625,Antarctica
-88.59375,336.796875,Antarctica
-88.59375,338.203125,Antarctica
-88.59375,339.609375,Antarctica
-88.59375,341.015625,Antarctica
-88.59375,342.421875,Antarctica
-88.59375,343.828125,Antarctica
-88.59375,345.234375,Antarctica
-88.59375,346.640625,Antarctica
-88.59375,348.046875,Antarctica
-88.59375,349.453125,Antarctica
-88.59375,350.859375,Antarctica
-88.59375,352.265625,Antarctica
-88.59375,353.671875,Antarctica
-88.59375,355.078125,Antarctica
-88.59375,356.484375,Antarctica
-88.59375,357.890625,Antarctica
-88.59375,359.296875,Antarctica
-87.65625,0.703125,Antarctica
-87.65625,2.109375,Antarctica
-87.65625,3.515625,Antarctica
-87.65625,4.921875,Antarctica
-87.65625,6.328125,Antarctica
-87.65625,7.734375,Antarctica
-87.65625,9.140625,Antarctica
-87.65625,10.546875,Antarctica
-87.65625,11.953125,Antarctica
-87.65625,13.359375,Antarctica
-87.65625,14.765625,Antarctica
-87.65625,16.171875,Antarctica
-87.65625,17.578125,Antarctica
-87.65625,18.984375,Antarctica
-87.65625,20.390625,Antarctica
-87.65625,21.796875,Antarctica
-87.65625,23.203125,Antarctica
-87.65625,24.609375,Antarctica
-87.65625,26.015625,Antarctica
-87.65625,27.421875,Antarctica
-87.65625,28.828125,Antarctica
-87.65625,30.234375,Antarctica
-87.65625,31.640625,Antarctica
-87.65625,33.046875,Antarctica
-87.65625,34.453125,Antarctica
-87.65625,35.859375,Antarctica
-87.65625,37.265625,Antarctica
-87.65625,38.671875,Antarctica
-87.65625,40.078125,Antarctica
-87.65625,41.484375,Antarctica
-87.65625,42.890625,Antarctica
-87.65625,44.296875,Antarctica
-87.65625,45.703125,Antarctica
-87.65625,47.109375,Antarctica
-87.65625,48.515625,Antarctica
-87.65625,49.921875,Antarctica
-87.65625,51.328125,Antarctica
-87.65625,52.734375,Antarctica
-87.65625,54.140625,Antarctica
-87.65625,55.546875,Antarctica
-87.65625,56.953125,Antarctica
-87.65625,58.359375,Antarctica
-87.65625,59.765625,Antarctica
-87.65625,61.171875,Antarctica
-87.65625,62.578125,Antarctica
-87.65625,63.984375,Antarctica
-87.65625,65.390625,Antarctica
-87.65625,66.796875,Antarctica
-87.65625,68.203125,Antarctica
-87.65625,69.609375,Antarctica
-87.65625,71.015625,Antarctica
-87.65625,72.421875,Antarctica
-87.65625,73.828125,Antarctica
-87.65625,75.234375,Antarctica
-87.65625,76.640625,Antarctica
-87.65625,78.046875,Antarctica
-87.65625,79.453125,Antarctica
-87.65625,80.859375,Antarctica
-87.65625,82.265625,Antarctica
-87.65625,83.671875,Antarctica
-87.65625,85.078125,Antarctica
-87.65625,86.484375,Antarctica
-87.65625,87.890625,Antarctica
-87.65625,89.296875,Antarctica
-87.65625,90.703125,Antarctica
-87.65625,92.109375,Antarctica
-87.65625,93.515625,Antarctica
-87.65625,94.921875,Antarctica
-87.65625,96.328125,Antarctica
-87.65625,97.734375,Antarctica
-87.65625,99.140625,Antarctica
-87.65625,100.546875,Antarctica
-87.65625,101.953125,Antarctica
-87.65625,103.359375,Antarctica
-87.65625,104.765625,Antarctica
-87.65625,106.171875,Antarctica
-87.65625,107.578125,Antarctica
-87.65625,108.984375,Antarctica
-87.65625,110.390625,Antarctica
-87.65625,111.796875,Antarctica
-87.65625,113.203125,Antarctica
-87.65625,114.609375,Antarctica
-87.65625,116.015625,Antarctica
-87.65625,117.421875,Antarctica
-87.65625,118.828125,Antarctica
-87.65625,120.234375,Antarctica
-87.65625,121.640625,Antarctica
-87.65625,123.046875,Antarctica
-87.65625,124.453125,Antarctica
-87.65625,125.859375,Antarctica
-87.65625,127.265625,Antarctica
-87.65625,128.671875,Antarctica
-87.65625,130.078125,Antarctica
-87.65625,131.484375,Antarctica
-87.65625,132.890625,Antarctica
-87.65625,134.296875,Antarctica
-87.65625,135.703125,Antarctica
-87.65625,137.109375,Antarctica
-87.65625,138.515625,Antarctica
-87.65625,139.921875,Antarctica
-87.65625,141.328125,Antarctica
-87.65625,142.734375,Antarctica
-87.65625,144.140625,Antarctica
-87.65625,145.546875,Antarctica
-87.65625,146.953125,Antarctica
-87.65625,148.359375,Antarctica
-87.65625,149.765625,Antarctica
-87.65625,151.171875,Antarctica
-87.65625,152.578125,Antarctica
-87.65625,153.984375,Antarctica
-87.65625,155.390625,Antarctica
-87.65625,156.796875,Antarctica
-87.65625,158.203125,Antarctica
-87.65625,159.609375,Antarctica
-87.65625,161.015625,Antarctica
-87.65625,162.421875,Antarctica
-87.65625,163.828125,Antarctica
-87.65625,165.234375,Antarctica
-87.65625,166.640625,Antarctica
-87.65625,168.046875,Antarctica
-87.65625,169.453125,Antarctica
-87.65625,170.859375,Antarctica
-87.65625,172.265625,Antarctica
-87.65625,173.671875,Antarctica
-87.65625,175.078125,Antarctica
-87.65625,176.484375,Antarctica
-87.65625,177.890625,Antarctica
-87.65625,179.296875,Antarctica
-87.65625,180.703125,Antarctica
-87.65625,182.109375,Antarctica
-87.65625,183.515625,Antarctica
-87.65625,184.921875,Antarctica
-87.65625,186.328125,Antarctica
-87.65625,187.734375,Antarctica
-87.65625,189.140625,Antarctica
-87.65625,190.546875,Antarctica
-87.65625,191.953125,Antarctica
-87.65625,193.359375,Antarctica
-87.65625,194.765625,Antarctica
-87.65625,196.171875,Antarctica
-87.65625,197.578125,Antarctica
-87.65625,198.984375,Antarctica
-87.65625,200.390625,Antarctica
-87.65625,201.796875,Antarctica
-87.65625,203.203125,Antarctica
-87.65625,204.609375,Antarctica
-87.65625,206.015625,Antarctica
-87.65625,207.421875,Antarctica
-87.65625,208.828125,Antarctica
-87.65625,210.234375,Antarctica
-87.65625,211.640625,Antarctica
-87.65625,213.046875,Antarctica
-87.65625,214.453125,Antarctica
-87.65625,215.859375,Antarctica
-87.65625,217.265625,Antarctica
-87.65625,218.671875,Antarctica
-87.65625,220.078125,Antarctica
-87.65625,221.484375,Antarctica
-87.65625,222.890625,Antarctica
-87.65625,224.296875,Antarctica
-87.65625,225.703125,Antarctica
-87.65625,227.109375,Antarctica
-87.65625,228.515625,Antarctica
-87.65625,229.921875,Antarctica
-87.65625,231.328125,Antarctica
-87.65625,232.734375,Antarctica
-87.65625,234.140625,Antarctica
-87.65625,235.546875,Antarctica
-87.65625,236.953125,Antarctica
-87.65625,238.359375,Antarctica
-87.65625,239.765625,Antarctica
-87.65625,241.171875,Antarctica
-87.65625,242.578125,Antarctica
-87.65625,243.984375,Antarctica
-87.65625,245.390625,Antarctica
-87.65625,246.796875,Antarctica
-87.65625,248.203125,Antarctica
-87.65625,249.609375,Antarctica
-87.65625,251.015625,Antarctica
-87.65625,252.421875,Antarctica
-87.65625,253.828125,Antarctica
-87.65625,255.234375,Antarctica
-87.65625,256.640625,Antarctica
-87.65625,258.046875,Antarctica
-87.65625,259.453125,Antarctica
-87.65625,260.859375,Antarctica
-87.65625,262.265625,Antarctica
-87.65625,263.671875,Antarctica
-87.65625,265.078125,Antarctica
-87.65625,266.484375,Antarctica
-87.65625,267.890625,Antarctica
-87.65625,269.296875,Antarctica
-87.65625,270.703125,Antarctica
-87.65625,272.109375,Antarctica
-87.65625,273.515625,Antarctica
-87.65625,274.921875,Antarctica
-87.65625,276.328125,Antarctica
-87.65625,277.734375,Antarctica
-87.65625,279.140625,Antarctica
-87.65625,280.546875,Antarctica
-87.65625,281.953125,Antarctica
-87.65625,283.359375,Antarctica
-87.65625,284.765625,Antarctica
-87.65625,286.171875,Antarctica
-87.65625,287.578125,Antarctica
-87.65625,288.984375,Antarctica
-87.65625,290.390625,Antarctica
-87.65625,291.796875,Antarctica
-87.65625,293.203125,Antarctica
-87.65625,294.609375,Antarctica
-87.65625,296.015625,Antarctica
-87.65625,297.421875,Antarctica
-87.65625,298.828125,Antarctica
-87.65625,300.234375,Antarctica
-87.65625,301.640625,Antarctica
-87.65625,303.046875,Antarctica
-87.65625,304.453125,Antarctica
-87.65625,305.859375,Antarctica
-87.65625,307.265625,Antarctica
-87.65625,308.671875,Antarctica
-87.65625,310.078125,Antarctica
-87.65625,311.484375,Antarctica
-87.65625,312.890625,Antarctica
-87.65625,314.296875,Antarctica
-87.65625,315.703125,Antarctica
-87.65625,317.109375,Antarctica
-87.65625,318.515625,Antarctica
-87.65625,319.921875,Antarctica
-87.65625,321.328125,Antarctica
-87.65625,322.734375,Antarctica
-87.65625,324.140625,Antarctica
-87.65625,325.546875,Antarctica
-87.65625,326.953125,Antarctica
-87.65625,328.359375,Antarctica
-87.65625,329.765625,Antarctica
-87.65625,331.171875,Antarctica
-87.65625,332.578125,Antarctica
-87.65625,333.984375,Antarctica
-87.65625,335.390625,Antarctica
-87.65625,336.796875,Antarctica
-87.65625,338.203125,Antarctica
-87.65625,339.609375,Antarctica
-87.65625,341.015625,Antarctica
-87.65625,342.421875,Antarctica
-87.65625,343.828125,Antarctica
-87.65625,345.234375,Antarctica
-87.65625,346.640625,Antarctica
-87.65625,348.046875,Antarctica
-87.65625,349.453125,Antarctica
-87.65625,350.859375,Antarctica
-87.65625,352.265625,Antarctica
-87.65625,353.671875,Antarctica
-87.65625,355.078125,Antarctica
-87.65625,356.484375,Antarctica
-87.65625,357.890625,Antarctica
-87.65625,359.296875,Antarctica
-86.71875,0.703125,Antarctica
-86.71875,2.109375,Antarctica
-86.71875,3.515625,Antarctica
-86.71875,4.921875,Antarctica
-86.71875,6.328125,Antarctica
-86.71875,7.734375,Antarctica
-86.71875,9.140625,Antarctica
-86.71875,10.546875,Antarctica
-86.71875,11.953125,Antarctica
-86.71875,13.359375,Antarctica
-86.71875,14.765625,Antarctica
-86.71875,16.171875,Antarctica
-86.71875,17.578125,Antarctica
-86.71875,18.984375,Antarctica
-86.71875,20.390625,Antarctica
-86.71875,21.796875,Antarctica
-86.71875,23.203125,Antarctica
-86.71875,24.609375,Antarctica
-86.71875,26.015625,Antarctica
-86.71875,27.421875,Antarctica
-86.71875,28.828125,Antarctica
-86.71875,30.234375,Antarctica
-86.71875,31.640625,Antarctica
-86.71875,33.046875,Antarctica
-86.71875,34.453125,Antarctica
-86.71875,35.859375,Antarctica
-86.71875,37.265625,Antarctica
-86.71875,38.671875,Antarctica
-86.71875,40.078125,Antarctica
-86.71875,41.484375,Antarctica
-86.71875,42.890625,Antarctica
-86.71875,44.296875,Antarctica
-86.71875,45.703125,Antarctica
-86.71875,47.109375,Antarctica
-86.71875,48.515625,Antarctica
-86.71875,49.921875,Antarctica
-86.71875,51.328125,Antarctica
-86.71875,52.734375,Antarctica
-86.71875,54.140625,Antarctica
-86.71875,55.546875,Antarctica
-86.71875,56.953125,Antarctica
-86.71875,58.359375,Antarctica
-86.71875,59.765625,Antarctica
-86.71875,61.171875,Antarctica
-86.71875,62.578125,Antarctica
-86.71875,63.984375,Antarctica
-86.71875,65.390625,Antarctica
-86.71875,66.796875,Antarctica
-86.71875,68.203125,Antarctica
-86.71875,69.609375,Antarctica
-86.71875,71.015625,Antarctica
-86.71875,72.421875,Antarctica
