Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","489","Plantains and others","2002","2002","ha","","M","Data not available"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","489","Plantains and others","2003","2003","ha","","M","Data not available"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","489","Plantains and others","2004","2004","ha","","M","Data not available"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","489","Plantains and others","2005","2005","ha","","M","Data not available"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","489","Plantains and others","2006","2006","ha","","M","Data not available"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","489","Plantains and others","2007","2007","ha","","M","Data not available"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","489","Plantains and others","2008","2008","ha","","M","Data not available"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","489","Plantains and others","2009","2009","ha","","M","Data not available"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","489","Plantains and others","2010","2010","ha","","M","Data not available"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","489","Plantains and others","2011","2011","ha","","M","Data not available"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","489","Plantains and others","2012","2012","ha","","M","Data not available"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","489","Plantains and others","2013","2013","ha","","M","Data not available"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","489","Plantains and others","2014","2014","ha","","M","Data not available"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","489","Plantains and others","2015","2015","ha","","M","Data not available"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","1990","1990","ha","4500","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","1991","1991","ha","5516","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","1992","1992","ha","5000","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","1993","1993","ha","5112","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","1994","1994","ha","4800","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","1995","1995","ha","4750","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","1996","1996","ha","5000","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","1997","1997","ha","4267","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","1998","1998","ha","4198","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","1999","1999","ha","4347","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","2000","2000","ha","5300","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","2001","2001","ha","3000","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","2002","2002","ha","2900","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","2003","2003","ha","2400","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","2004","2004","ha","2400","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","2005","2005","ha","2400","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","2006","2006","ha","1800","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","2007","2007","ha","1700","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","2008","2008","ha","1500","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","2009","2009","ha","1500","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","2010","2010","ha","1680","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","2011","2011","ha","1175","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","2012","2012","ha","2250","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","2013","2013","ha","1035","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","2014","2014","ha","1035","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","116","Potatoes","2015","2015","ha","1030","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","1990","1990","ha","12000","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","1991","1991","ha","11806","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","1992","1992","ha","11930","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","1993","1993","ha","12027","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","1994","1994","ha","12481","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","1995","1995","ha","13000","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","1996","1996","ha","13213","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","1997","1997","ha","13500","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","1998","1998","ha","13737","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","1999","1999","ha","13800","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","2000","2000","ha","14000","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","2001","2001","ha","14000","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","2002","2002","ha","14228","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","2003","2003","ha","14200","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","2004","2004","ha","14200","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","2005","2005","ha","14300","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","2006","2006","ha","14400","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","2007","2007","ha","14500","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","2008","2008","ha","16000","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","2009","2009","ha","15000","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","2010","2010","ha","13294","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","2011","2011","ha","11613","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","2012","2012","ha","9437","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","2013","2013","ha","7536","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","2014","2014","ha","5801","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","211","Pulses nes","2015","2015","ha","4177","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","1990","1990","ha","460","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","1991","1991","ha","470","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","1992","1992","ha","480","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","1993","1993","ha","485","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","1994","1994","ha","490","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","1995","1995","ha","469","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","1996","1996","ha","450","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","1997","1997","ha","479","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","1998","1998","ha","490","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","1999","1999","ha","500","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","2000","2000","ha","524","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","2001","2001","ha","550","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","2002","2002","ha","581","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","2003","2003","ha","589","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","2004","2004","ha","609","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","2005","2005","ha","600","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","2006","2006","ha","600","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","2007","2007","ha","610","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","2008","2008","ha","650","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","2009","2009","ha","657","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","2010","2010","ha","645","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","2011","2011","ha","648","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","2012","2012","ha","645","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","2013","2013","ha","650","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","2014","2014","ha","657","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","788","Ramie","2015","2015","ha","682","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","1990","1990","ha","650300","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","1991","1991","ha","556878","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","1992","1992","ha","565749","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","1993","1993","ha","551708","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","1994","1994","ha","610960","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","1995","1995","ha","559900","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","1996","1996","ha","553741","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","1997","1997","ha","601295","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","1998","1998","ha","617538","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","1999","1999","ha","717577","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","2000","2000","ha","719370","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","2001","2001","ha","746775","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","2002","2002","ha","738104","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","2003","2003","ha","756317","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","2004","2004","ha","770320","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","2005","2005","ha","736020","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","2006","2006","ha","742905","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","2007","2007","ha","727863","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","2008","2008","ha","786265","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","2009","2009","ha","818561","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","2010","2010","ha","855114","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","2011","2011","ha","817250","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","2012","2012","ha","933767","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","2013","2013","ha","891190","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","2014","2014","ha","957836","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","27","Rice, paddy","2015","2015","ha","965152","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","149","Roots and tubers nes","2009","2009","ha","30990","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","149","Roots and tubers nes","2010","2010","ha","40840","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","149","Roots and tubers nes","2011","2011","ha","58120","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","149","Roots and tubers nes","2012","2012","ha","67155","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","149","Roots and tubers nes","2013","2013","ha","65995","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","149","Roots and tubers nes","2014","2014","ha","81345","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","149","Roots and tubers nes","2015","2015","ha","101885","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","1990","1990","ha","6886","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","1991","1991","ha","8027","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","1992","1992","ha","7823","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","1993","1993","ha","7896","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","1994","1994","ha","7173","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","1995","1995","ha","9642","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","1996","1996","ha","9145","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","1997","1997","ha","7210","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","1998","1998","ha","7235","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","1999","1999","ha","4420","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","2000","2000","ha","4700","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","2001","2001","ha","3510","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","2002","2002","ha","3330","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","2003","2003","ha","1992","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","2004","2004","ha","2420","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","2005","2005","ha","2080","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","2006","2006","ha","2560","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","2007","2007","ha","3205","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","2008","2008","ha","2600","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","2009","2009","ha","2525","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","2010","2010","ha","2160","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","2011","2011","ha","2055","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","2012","2012","ha","1890","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","2013","2013","ha","2885","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","2014","2014","ha","1415","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","328","Seed cotton","2015","2015","ha","1980","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","1990","1990","ha","3167","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","1991","1991","ha","4600","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","1992","1992","ha","8036","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","1993","1993","ha","8835","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","1994","1994","ha","8000","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","1995","1995","ha","9000","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","1996","1996","ha","8500","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","1997","1997","ha","8800","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","1998","1998","ha","7350","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","1999","1999","ha","7760","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","2000","2000","ha","7500","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","2001","2001","ha","5280","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","2002","2002","ha","5509","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","2003","2003","ha","4249","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","2004","2004","ha","8750","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","2005","2005","ha","9000","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","2006","2006","ha","10000","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","2007","2007","ha","10100","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","2008","2008","ha","10200","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","2009","2009","ha","11000","F","FAO estimate"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","2010","2010","ha","15070","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","2011","2011","ha","12000","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","2012","2012","ha","10995","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","2013","2013","ha","10710","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","2014","2014","ha","12080","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","289","Sesame seed","2015","2015","ha","13595","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","1990","1990","ha","5110","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","1991","1991","ha","6095","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","1992","1992","ha","6117","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","1993","1993","ha","5503","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","1994","1994","ha","6265","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","1995","1995","ha","5806","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","1996","1996","ha","3575","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","1997","1997","ha","3115","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","1998","1998","ha","5872","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","1999","1999","ha","6800","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","2000","2000","ha","6400","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","2001","2001","ha","3280","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","2002","2002","ha","3565","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","2003","2003","ha","9053","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","2004","2004","ha","5620","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","2005","2005","ha","9535","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","2006","2006","ha","8920","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","2007","2007","ha","8040","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","2008","2008","ha","8485","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","2009","2009","ha","12635","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","2010","2010","ha","7235","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","2011","2011","ha","9145","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","2012","2012","ha","3885","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","2013","2013","ha","8900","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","2014","2014","ha","10970","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","236","Soybeans","2015","2015","ha","11880","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","156","Sugar cane","1990","1990","ha","3538","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","156","Sugar cane","1991","1991","ha","2835","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","156","Sugar cane","1992","1992","ha","3293","","Official data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5312","Area harvested","156","Sugar cane","1993","1993","ha","3396","","Official data"
