,name,region,country-code,region-code,gfsi,surfacetempanomaly,precipitationflux,gdp,population,migration,tempstep,gfsi_hat
38,Guinea,Africa,324.0,2.0,41.266666666666666,28.640943333333382,7.468434666666666e-05,1069.0975046682404,12772776.666666666,539314.0,-0.5,50.449600882347404
39,Haiti,Americas,332.0,19.0,36.73333333333333,26.651680000000017,5.951360866666666e-05,1354.82815166577,11262931.666666666,1709145.0,-0.5,52.18009662414199
40,Honduras,Americas,340.0,19.0,59.333333333333336,28.104756666666677,7.788971166666666e-05,2479.4460963823167,9746082.0,934032.3333333334,-0.5,51.33668004934311
41,Hungary,Europe,348.0,150.0,71.3,8.926733333333363,4.7790513333333335e-05,16381.046922169036,9765618.0,691713.0,-0.5,66.3181885251139
42,India,Asia,356.0,142.0,59.43333333333334,23.41794666666668,3.9759485e-05,2008.458123699763,1366354808.0,17472725.0,-0.5,64.30456246197593
43,Indonesia,Asia,360.0,142.0,61.4,28.030460000000023,7.501025e-05,3966.216512173693,270606579.0,4494114.0,-0.5,54.09122011559614
44,Ireland,Europe,372.0,150.0,84.66666666666667,5.338983333333355,3.1486803666666666e-05,81805.58786679123,4929110.0,734781.0,-0.5,92.65725954126383
45,Israel,Asia,376.0,142.0,78.3,19.28648,3.5755790333333337e-05,43397.424027631096,9050633.333333334,353218.0,-0.5,71.27062457519894
46,Italy,Europe,380.0,150.0,76.23333333333333,11.292556666666693,5.365300733333334e-05,33344.58976210653,59866789.333333336,3139597.0,-0.5,72.4528229160263
47,Côte d'Ivoire,Africa,384.0,2.0,50.13333333333333,29.031720000000025,0.0001013285233333,2305.3690190976936,25721351.666666668,1130714.0,-0.5,50.62172556810923
48,Japan,Asia,392.0,142.0,79.96666666666665,19.449406666666714,4.438587900000001e-05,40259.67656758873,126210017.33333331,799941.3333333334,-0.5,70.42787471874959
49,Kazakhstan,Asia,398.0,142.0,68.96666666666667,6.924673333333374,2.7480060666666665e-05,9582.485203087866,18514855.0,4140234.0,-0.5,66.37727301864382
50,Jordan,Asia,400.0,142.0,64.16666666666667,19.24296000000002,3.159882933333333e-05,4332.13466926994,10090053.0,793293.3333333334,-0.5,56.98158004594372
51,Kenya,Africa,404.0,2.0,46.86666666666667,26.921423333333355,1.4111942833333334e-05,1861.7732482545728,52579279.0,524407.3333333334,-0.5,52.519820025502746
52,"Korea, Republic of",Asia,410.0,142.0,72.93333333333334,19.88861333333336,5.5986893666666665e-05,32312.281539499203,51728706.333333336,2194149.333333333,-0.5,67.3995614333952
53,Kuwait,Asia,414.0,142.0,71.3,19.517330000000037,1.5378721666666666e-05,30194.69375621933,4204984.666666667,208823.3333333333,-0.5,66.44728878663395
54,Lao People's Democratic Republic,Asia,418.0,142.0,51.0,27.38752333333336,3.0709034333333336e-05,2611.5361633590837,7168836.666666667,1294476.3333333333,-0.5,52.499669428250165
55,Madagascar,Africa,450.0,2.0,36.333333333333336,25.49893666666668,6.375918266666667e-05,506.1423306637733,26974212.666666668,189994.0,-0.5,51.853365460209595
56,Malawi,Africa,454.0,2.0,39.53333333333333,28.524296666666675,9.718284333333332e-05,591.0867872612887,18633973.0,308335.3333333333,-0.5,49.959427036478566
57,Malaysia,Asia,458.0,142.0,65.3,25.383576666666688,0.0001275446533333,11075.084690262467,31947940.0,1844237.0,-0.5,55.62865577228473
58,Mali,Africa,466.0,2.0,52.833333333333336,26.652306666666693,4.248447533333334e-05,878.7669941938099,19662204.0,1288517.3333333333,-0.5,52.09703474167077
59,Mexico,Americas,484.0,19.0,66.13333333333333,25.628240000000023,1.6882019e-05,9322.23543989324,127566354.66666669,11333236.0,-0.5,60.197202511526704
60,Morocco,Africa,504.0,2.0,61.1,19.213633333333348,4.401242566666667e-05,3173.558380906857,36470471.0,3204131.333333333,-0.5,57.38683305932028
61,Mozambique,Africa,508.0,2.0,38.73333333333333,26.416816666666705,7.906476666666666e-05,486.1679483197224,30372495.666666668,631517.3333333334,-0.5,51.363365466173825
62,Oman,Asia,512.0,142.0,70.43333333333334,22.698176666666694,8.836263166666667e-06,17044.485367282,4970363.333333333,24638.33333333333,-0.5,59.99947054038582
63,Nepal,Asia,524.0,142.0,55.0,23.39807333333336,3.957068533333333e-05,1176.2085541939,28613745.0,2533794.0,-0.5,54.354456295888305
64,Netherlands,Europe,528.0,150.0,80.73333333333333,6.58755000000004,3.727062966666667e-05,52638.94596617017,17339332.666666668,949741.0,-0.5,81.22783344005263
65,New Zealand,Oceania,554.0,9.0,77.73333333333333,11.805373333333364,4.1817494e-05,42500.9176444635,4988066.666666667,792536.0,-0.5,74.71443193023869
66,Nicaragua,Americas,558.0,19.0,54.7,28.42839666666669,7.668468300000001e-05,1948.84534477748,6545186.333333333,705638.3333333334,-0.5,50.899395284014936
67,Niger,Africa,562.0,2.0,49.333333333333336,26.498500000000018,3.732395866666667e-05,564.1644011583527,23320062.0,394764.0,-0.5,51.799380094191676
68,Nigeria,Africa,566.0,2.0,41.43333333333334,28.50667000000004,8.050656733333334e-05,2118.2432244633133,200992625.0,1597669.0,-0.5,51.793605345660225
69,Norway,Europe,578.0,150.0,79.56666666666666,-3.3737199999999725,1.8217057666666667e-05,75105.74666792997,5346429.0,190229.0,-0.5,94.45290791545892
70,Pakistan,Asia,586.0,142.0,57.13333333333333,18.441483333333355,1.3956432666666668e-05,1319.8763826479765,216561978.66666663,6222362.0,-0.5,59.160193897440884
71,Panama,Americas,591.0,19.0,71.39999999999999,28.59656666666668,6.909716833333334e-05,14609.696436557,4246025.333333333,141658.0,-0.5,55.408848830232444
72,Paraguay,Americas,600.0,19.0,59.0,25.132420000000025,1.0468678166666668e-05,5388.273544035356,7044412.666666667,886305.0,-0.5,54.766022590259254
73,Peru,Americas,604.0,19.0,66.76666666666667,27.064543333333365,3.1911022e-05,6704.093386086497,32490524.33333333,1497747.3333333333,-0.5,54.31904863847054
74,Philippines,Asia,608.0,142.0,59.6,27.48924333333336,4.0750994e-05,3345.4269012315035,108116367.0,5975092.0,-0.5,54.65536611354586
75,Poland,Europe,616.0,150.0,75.5,7.631486666666698,4.016750733333333e-05,15647.713025407567,37946431.66666666,4675484.0,-0.5,68.37447440346139
76,Portugal,Europe,620.0,150.0,76.83333333333333,13.699390000000014,7.1486948e-05,23029.312642228702,10289055.333333334,2059466.0,-0.5,66.62833414494311
77,Qatar,Asia,634.0,142.0,73.86666666666666,20.85435000000001,6.088098899999999e-06,59436.2543552167,2831604.333333333,25278.33333333333,-0.5,76.71596170526227
78,Romania,Europe,642.0,150.0,71.86666666666667,10.308173333333343,5.0803866e-05,12737.8570471424,19367712.666666668,3873817.0,-0.5,65.46605244969723
79,Russian Federation,Europe,643.0,150.0,73.3,-4.516589999999989,2.439610233333333e-05,10970.575440490167,144329400.0,10641357.0,-0.5,75.42930169305208
80,Rwanda,Africa,646.0,2.0,42.56666666666667,27.38137000000002,6.816864233333333e-06,800.54732401505,12627038.666666666,494724.3333333333,-0.5,51.86330768330959
